"","StationaryDistribution","GOP","Membership","QuantileDR.10","QuantileDR.25","QuantileDR.35","QuantileDR.45","QuantileDR.50","QuantileDR.65","QuantileDR.75","QuantileDR.85","QuantileDR.95","Ticker","Name"
"EXH3.F",0.002,0.007,5,-0.008,-0.003,-0.001,0,0,0.002,0.004,0.006,0.01,"EXH3.F","iShares (DE) I - iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE)"
"C071.F",0.002,0.006,5,-0.008,-0.003,-0.002,0,0.001,0.003,0.005,0.006,0.009,"C071.F","ComStage - STOXX Europe 600 Media NR UCITS ETF"
"EXH6.F",0.002,0.006,5,-0.009,-0.003,-0.001,0,0.001,0.003,0.005,0.006,0.01,"EXH6.F","iShares (DE) I - iShares STOXX Europe 600 Media UCITS ETF (DE)"
"CBBANK.SW",0,0.002,6,-0.011,0,0,0,0,0,0,0,0,"CBBANK.SW","ComStage - STOXX Europe 600 Banks NR UCITS ETF"
"BNK.MI",0.002,0.008,6,-0.014,-0.007,-0.003,0,0,0.003,0.005,0.007,0.014,"BNK.MI","LYXOR UCITS ETF STOXX EUROPE 60"
"SC0X.DE",0.001,0.004,6,-0.011,0,0,0,0,0,0,0.007,0.016,"SC0X.DE","Source Markets plc - Source STOXX Europe 600 Optimised Technology UCITS ETF"
"CSX5.L",0.002,0.006,6,-0.002,0,0,0,0,0,0,0,0.04,"CSX5.L","iShares VII Public Limited Company - iShares Core EURO STOXX 50 UCITS ETF"
"SX6PEX.SW",0,0.002,6,-0.002,0,0,0,0,0,0,0,0.006,"SX6PEX.SW","iShares (DE) I - iShares STOXX Europe 600 Utilities UCITS ETF (DE)"
"SC0F.DE",0,0.002,6,-0.004,0,0,0,0,0,0,0.002,0.006,"SC0F.DE","Source Markets plc - Source STOXX Europe Small 200 UCITS ETF"
"SXEPEX.SW",0.001,0.004,6,-0.007,0,0,0,0,0,0.001,0.008,0.015,"SXEPEX.SW","iShares (DE) I - iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE)"
"S6X0.DE",0.001,0.004,6,-0.007,0,0,0,0,0,0,0.001,0.008,"S6X0.DE","Source Markets plc - Source EURO STOXX 50 UCITS ETF"
"SC01.DE",0.001,0.003,6,-0.003,0,0,0,0,0,0,0.004,0.009,"SC01.DE","Source Markets plc - Source STOXX Europe 600 Optimised Construction & Materials UCITS ETF"
"EUHD.L",0.001,0.005,6,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0,0,"EUHD.L","PowerShares Global Funds Ireland plc - PowerShares EURO STOXX High Dividend Low Volatility UCITS ETF"
"C052.DE",0.001,0.004,6,-0.006,0,0,0,0,0,0,0,0.013,"C052.DE","ComStage - EURO STOXX 50 Daily Short GR UCITS ETF"
"EXFN.L",0.001,0.002,6,-0.001,0,0,0,0,0,0,0.002,0.008,"EXFN.L","iShares II Public Limited Company - iShares EURO STOXX 50 ex-Financials UCITS ETF"
"LOWE.L",0.001,0.004,6,-0.08,-0.002,0,0,0,0,0.005,0.013,0.116,"LOWE.L","SSgA SPDR ETFs Europe II Public Limited Company - SPDR EURO STOXX Low Volatility UCITS ETF"
"EXFN.SW",0,0.001,6,0,0,0,0,0,0,0,0,0,"EXFN.SW","iShares II Public Limited Company - iShares EURO STOXX 50 ex-Financials UCITS ETF"
"SC03.DE",0.001,0.004,6,-0.004,0,0,0,0,0,0,0.003,0.009,"SC03.DE","Source Markets plc - Source STOXX Europe 600 Optimised Food & Beverage UCITS ETF"
"ELOW.SW",0,0,6,0,0,0,0,0,0,0,0,0,"ELOW.SW","SSgA SPDR ETFs Europe II Public Limited Company - SPDR EURO STOXX Low Volatility UCITS ETF"
"CHM.MI",0.001,0.004,6,-0.01,0,0,0,0,0,0.003,0.007,0.013,"CHM.MI","LYXOR UCITS ETF STOXX EURO 600"
"ELOW.L",0.002,0.006,6,0,0,0,0,0,0,0,0,0.004,"ELOW.L","SSgA SPDR ETFs Europe II Public Limited Company - SPDR EURO STOXX Low Volatility UCITS ETF"
"SX8PEX.SW",0.001,0.002,6,0,0,0,0,0,0,0,0,0.014,"SX8PEX.SW","iShares (DE) I - iShares STOXX Europe 600 Technology UCITS ETF (DE)"
"H50E.SW",0.001,0.002,6,-0.004,0,0,0,0,0,0,0,0,"H50E.SW","HSBC ETFs Public Limited Company - HSBC EURO STOXX 50 UCITS ETF"
"SXPPEX.SW",0.001,0.004,6,-0.014,0,0,0,0,0,0,0,0.029,"SXPPEX.SW","iShares (DE) I - iShares STOXX Europe 600 Basic Resources UCITS ETF (DE)"
"SXIPEX.SW",0.001,0.003,6,-0.002,0,0,0,0,0,0,0,0.004,"SXIPEX.SW","iShares (DE) I - iShares STOXX Europe 600 Insurance UCITS ETF (DE)"
"X7PS.L",0.001,0.005,6,-0.021,-0.009,-0.002,-0.001,0,0.003,0.005,0.008,0.105,"X7PS.L","Source Markets plc - Source STOXX Europe 600 Optimised Banks UCITS ETF"
"C079.DE",0.001,0.004,6,-0.009,-0.001,0,0,0,0,0,0.005,0.013,"C079.DE","ComStage - STOXX Europe 600 Utilities NR UCITS ETF"
"EXSI.MI",0.005,0.012,7,-0.011,-0.005,-0.002,0,0.001,0.003,0.005,0.007,0.009,"EXSI.MI","ISHARES EURO STOXX UCITS ETF"
"AUTP.MI",0.003,0.009,7,-0.018,-0.008,-0.005,-0.001,0,0.003,0.004,0.008,0.019,"AUTP.MI","LYXOR UCITS ETF STOXX EU 600 AU"
"BXX.MI",0.006,0.014,7,-0.015,-0.01,-0.006,-0.003,0,0.004,0.009,0.015,0.025,"BXX.MI","LYXOR UCITS ETF EUSTOXX50 DAILY"
"EUE.MI",0.006,0.014,7,-0.012,-0.005,-0.002,0,0,0.003,0.005,0.007,0.01,"EUE.MI","ISHARES EURO STOXX 50 UCITS ETF"
"DJLEV.MI",0.006,0.013,7,-0.022,-0.009,-0.003,-0.001,0,0.005,0.01,0.013,0.02,"DJLEV.MI","LYXOR UCITS ETF EUSTOXX50 DAILY"
"DJMC.L",0.001,0.006,7,-0.01,-0.005,-0.003,-0.001,0.001,0.004,0.006,0.008,0.01,"DJMC.L","iShares Public Limited Company - iShares EURO STOXX Mid UCITS ETF"
"E50EUA.MI",0.002,0.008,7,-0.01,-0.003,0,0,0,0.001,0.004,0.007,0.009,"E50EUA.MI","UBS EURO STOXX 50 UCITS ETF A-D"
"EXX1.DE",0.009,0.024,8,-0.017,-0.009,-0.004,-0.002,0,0.003,0.006,0.008,0.014,"EXX1.DE","iShares EURO STOXX Banks 30-15 UCITS ETF (DE)"
"EXV1.F",0.008,0.024,8,-0.012,-0.008,-0.003,-0.001,0,0.003,0.005,0.007,0.012,"EXV1.F","iShares (DE) I - iShares STOXX Europe 600 Banks UCITS ETF (DE)"
"EXV1.DE",0.008,0.021,8,-0.013,-0.007,-0.003,-0.001,0,0.003,0.005,0.007,0.009,"EXV1.DE","iShares (DE) I - iShares STOXX Europe 600 Banks UCITS ETF (DE)"
"EXX1.F",0.008,0.023,8,-0.017,-0.01,-0.004,-0.002,-0.001,0.003,0.007,0.009,0.016,"EXX1.F","iShares EURO STOXX Banks 30-15 UCITS ETF (DE)"
"C062.F",0.006,0.02,8,-0.013,-0.007,-0.004,-0.002,0,0.004,0.005,0.008,0.013,"C062.F","ComStage - STOXX Europe 600 Banks NR UCITS ETF"
"S7XE.DE",0.007,0.02,8,-0.018,-0.008,-0.004,-0.002,0,0.004,0.005,0.008,0.014,"S7XE.DE","Source Markets plc - Source EURO STOXX Optimised Banks UCITS ETF"
"EXH9.F",0.004,0.01,9,-0.012,-0.005,-0.003,0,0,0.003,0.004,0.007,0.011,"EXH9.F","iShares (DE) I - iShares STOXX Europe 600 Utilities UCITS ETF (DE)"
"C079.F",0.004,0.011,9,-0.009,-0.005,-0.003,-0.001,0,0.002,0.004,0.008,0.011,"C079.F","ComStage - STOXX Europe 600 Utilities NR UCITS ETF"
"EXH9.DE",0.003,0.008,9,-0.009,-0.004,-0.003,-0.001,0,0.002,0.005,0.006,0.011,"EXH9.DE","iShares (DE) I - iShares STOXX Europe 600 Utilities UCITS ETF (DE)"
"SC0Z.F",0.004,0.011,9,-0.009,-0.005,-0.003,-0.001,0,0.003,0.005,0.008,0.011,"SC0Z.F","Source Markets plc - Source STOXX Europe 600 Optimised Utilities UCITS ETF"
